DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Bakersfield CA,2022,19.1,7.5,36.7,-1.4,5.6,3.1,16.6,10.7,0.6,7.9,5.1,6.6,13.7,13.7,29.6,4.8,56.8,0.2,92.4,2.0,916108
Baltimore MD,2011,8.7,12.3,29.4,-1.0,1.4,5.0,12.2,5.3,0.6,7.0,4.5,8.5,14.9,7.6,61.0,27.3,4.9,0.2,78.7,1.7,2920546
Baltimore MD,2012,9.1,11.7,30.4,-1.1,0.8,4.6,11.8,5.1,0.6,6.9,4.3,8.4,14.9,7.3,60.6,27.2,5.0,0.2,78.7,1.7,2945021
Baltimore MD,2013,8.8,12.9,30.2,-0.7,-0.1,3.9,11.5,5.1,0.6,6.8,3.4,8.4,14.9,7.3,60.1,27.5,5.2,0.2,78.7,1.7,2963160
Baltimore MD,2014,9.7,13.2,30.9,-0.4,-0.5,3.6,11.5,5.1,0.6,6.7,3.6,8.3,14.9,6.8,59.5,27.5,5.4,0.2,79.9,2.6,2978561
Baltimore MD,2015,9.9,13.5,31.1,-0.3,-1.3,3.1,11.3,4.7,0.6,6.6,3.7,8.3,14.9,6.7,59.0,27.3,5.5,0.2,81.0,1.7,2989868
Baltimore MD,2016,10.0,13.4,31.3,-0.3,-1.6,2.9,11.2,4.5,0.6,6.5,3.3,8.4,14.9,6.3,58.6,27.6,5.7,0.2,85.5,1.8,2991412
Baltimore MD,2017,10.5,12.7,29.6,-0.9,-1.8,2.8,10.8,4.5,0.6,6.4,3.1,8.4,14.9,6.7,58.0,27.5,5.9,0.2,86.9,1.8,3000134
Baltimore MD,2018,10.0,13.8,28.6,-0.7,-2.5,2.5,10.1,4.5,0.6,6.4,2.8,8.3,14.9,6.2,57.6,27.6,6.1,0.2,87.6,1.8,2994398
Baltimore MD,2019,9.9,12.4,29.6,-1.0,-2.9,2.3,10.3,4.0,0.6,6.3,4.3,8.4,14.9,5.9,57.1,27.9,6.2,0.2,88.4,1.8,2991911
Baltimore MD,2020,10.3,11.9,28.3,-1.4,-2.6,2.6,10.4,4.3,0.6,6.3,3.2,8.2,14.9,5.7,55.9,27.6,6.5,0.1,89.9,1.8,3034153
Baltimore MD,2021,10.6,11.0,27.6,-1.8,-2.3,2.8,10.2,5.1,0.6,6.3,2.7,7.9,14.9,5.4,55.4,27.3,6.6,0.1,91.3,1.8,3031215
Baltimore MD,2022,11.1,11.6,27.8,-1.6,-3.2,2.0,10.4,4.5,0.6,6.3,3.4,8.1,14.9,5.5,54.4,27.6,6.9,0.1,91.5,1.7,3029491
Bangor ME,2011,2.1,13.8,22.7,-1.7,0.1,4.4,9.3,6.9,0.1,7.1,3.8,11.6,12.8,7.2,93.8,0.5,1.3,1.0,72.0,1.8,349706
Bangor ME,2012,2.9,14.3,25.2,-1.1,0.1,4.3,9.6,7.2,0.1,6.9,3.9,10.7,12.8,6.9,93.8,0.6,1.3,1.0,72.0,1.7,349339
Bangor ME,2013,2.6,12.3,24.4,-1.9,0.2,4.3,9.6,7.1,0.1,6.7,3.7,12.4,12.8,7.2,93.8,0.6,1.3,1.0,72.0,1.7,348646
Bangor ME,2014,2.3,13.3,23.8,-1.7,0.2,3.9,10.1,7.7,0.1,6.7,3.6,12.3,12.8,7.2,93.7,0.6,1.4,1.0,72.1,2.1,348329
Bangor ME,2015,2.4,14.3,24.0,-1.3,0.2,4.1,10.2,7.1,0.1,6.5,3.0,11.7,12.8,7.0,93.7,0.6,1.4,1.0,78.0,1.7,347250
Bangor ME,2016,2.5,13.9,23.4,-1.5,-0.7,3.9,9.9,6.6,0.1,6.5,2.8,12.0,12.8,6.0,93.9,0.7,1.4,1.0,83.1,1.7,345692
Bangor ME,2017,2.8,13.1,22.7,-2.0,-2.2,2.8,9.0,6.0,0.1,6.4,2.6,13.0,12.8,6.3,93.8,0.7,1.5,1.1,83.1,1.8,345481
Bangor ME,2018,2.8,13.9,23.4,-1.5,-2.0,2.5,9.6,6.3,0.1,6.3,2.5,12.2,12.7,6.3,93.9,0.7,1.5,1.1,84.5,1.7,344346
Bangor ME,2019,2.7,13.9,23.2,-1.6,-3.2,2.4,8.6,5.1,0.1,6.4,2.6,12.0,12.8,5.9,93.5,0.7,1.6,1.2,83.5,1.8,345135
Bangor ME,2020,2.7,12.6,21.5,-2.3,-3.9,2.2,8.1,5.1,0.1,6.2,3.8,12.2,12.8,4.9,92.6,0.7,1.7,1.0,86.8,1.8,346951
Bangor ME,2021,3.0,12.7,20.9,-2.4,-3.5,2.6,8.1,5.8,0.1,6.1,3.5,11.8,12.8,4.3,92.2,0.8,1.7,1.0,90.1,1.8,345987
Bangor ME,2022,2.7,11.4,22.4,-2.6,-3.9,1.8,8.4,5.9,0.1,6.1,3.8,12.8,12.8,4.8,92.3,0.8,1.8,0.9,90.5,1.8,348015
Baton Rouge LA,2011,3.5,13.1,27.4,-1.1,4.5,4.6,14.5,9.3,0.6,8.1,6.6,9.0,13.7,10.5,58.9,36.2,4.0,0.2,73.2,1.7,909527
Baton Rouge LA,2012,3.1,13.6,29.1,-0.6,3.5,3.7,14.5,9.0,0.6,7.9,6.3,9.9,13.7,10.1,58.4,36.2,4.0,0.2,73.2,1.7,916165
Baton Rouge LA,2013,3.6,13.4,29.0,-0.7,3.2,3.9,14.2,9.1,0.6,7.8,5.3,9.5,13.7,9.2,58.0,36.1,4.1,0.3,73.2,1.7,920536
Baton Rouge LA,2014,3.6,14.8,31.0,0.1,2.4,3.4,13.7,8.2,0.6,7.8,3.9,9.3,13.7,9.5,57.5,36.1,4.1,0.3,73.4,2.4,924953
Baton Rouge LA,2015,3.8,13.9,28.9,-0.6,2.0,3.5,13.4,8.3,0.6,7.9,4.7,9.3,13.7,8.6,57.0,35.9,4.1,0.2,78.6,1.8,929163
Baton Rouge LA,2016,3.7,13.8,30.3,-0.3,1.9,3.3,13.0,8.7,0.6,7.7,5.7,9.5,13.7,8.9,56.4,35.7,4.2,0.2,81.8,1.7,933109
Baton Rouge LA,2017,4.0,13.7,29.3,-0.6,1.9,3.3,13.7,7.8,0.6,7.6,4.9,9.1,13.7,9.0,56.3,35.7,4.2,0.2,83.2,1.8,930910
Baton Rouge LA,2018,4.2,12.3,28.2,-1.3,0.6,2.8,12.9,6.7,0.6,7.4,4.4,8.9,13.7,8.7,56.2,35.8,4.3,0.2,87.5,1.8,927362
Baton Rouge LA,2019,3.8,13.1,27.4,-1.1,0.8,2.9,13.1,7.0,0.6,7.3,4.0,9.5,13.7,8.4,55.8,36.1,4.4,0.2,86.9,1.7,928220
Baton Rouge LA,2020,4.2,12.7,27.0,-1.3,0.9,3.2,12.8,7.4,0.6,7.7,3.3,9.1,13.8,7.8,55.2,34.9,4.5,0.2,88.9,1.8,940083
Baton Rouge LA,2021,4.5,14.0,29.6,-0.4,2.0,3.6,14.0,7.9,0.6,7.1,3.2,8.9,13.8,7.9,54.7,35.2,4.5,0.2,90.7,1.7,944577
Baton Rouge LA,2022,4.3,13.7,27.6,-0.9,0.1,2.8,12.0,7.4,0.6,7.7,3.3,8.5,13.8,7.7,54.3,34.8,4.7,0.2,90.9,1.8,944743
Beaumont-Port Arthur TX,2011,6.9,14.0,27.0,-0.8,4.6,4.4,14.3,10.2,0.6,7.0,7.2,10.3,13.0,10.8,60.8,22.9,12.7,0.2,67.2,1.7,460822
Beaumont-Port Arthur TX,2012,7.3,14.9,25.4,-0.8,4.2,4.8,13.0,9.6,0.6,7.5,8.7,10.7,13.0,10.6,60.5,22.5,13.0,0.3,67.2,1.8,461000
Beaumont-Port Arthur TX,2013,7.0,13.4,26.2,-1.2,2.7,3.7,12.5,9.4,0.6,7.5,5.9,10.2,13.0,10.0,60.1,22.8,13.2,0.3,67.2,1.7,462016
Beaumont-Port Arthur TX,2014,7.2,14.1,27.5,-0.7,3.9,3.5,14.5,10.5,0.6,6.9,4.4,11.0,13.0,10.2,59.7,23.1,13.4,0.2,63.7,2.4,462584
Beaumont-Port Arthur TX,2015,7.4,14.4,29.5,-0.2,1.2,3.1,11.9,7.8,0.6,7.1,6.0,10.4,13.1,9.8,59.2,23.0,13.9,0.2,65.1,1.7,465404
Beaumont-Port Arthur TX,2016,7.3,15.7,29.7,0.2,0.8,2.5,11.3,8.9,0.6,7.2,4.4,9.2,13.1,10.0,58.8,23.0,14.1,0.2,69.1,1.7,466416
Beaumont-Port Arthur TX,2017,7.8,13.4,26.1,-1.2,0.9,2.6,12.6,7.9,0.6,7.2,4.9,10.7,13.1,9.2,58.2,22.8,14.5,0.2,76.3,1.8,468426
Beaumont-Port Arthur TX,2018,7.8,13.4,28.1,-0.9,0.5,2.0,12.0,8.3,0.6,7.0,5.6,9.9,13.1,10.1,58.1,22.6,15.0,0.1,80.4,1.8,466009
Beaumont-Port Arthur TX,2019,7.8,12.3,29.5,-1.0,0.1,1.8,11.9,7.9,0.6,6.6,5.7,9.9,13.0,10.0,58.1,22.8,15.5,0.1,87.0,1.8,462664
Beaumont-Port Arthur TX,2020,7.8,12.2,27.8,-1.4,1.5,2.7,12.7,9.0,0.6,6.5,6.3,9.9,13.0,9.4,56.6,22.6,15.8,0.1,89.1,1.8,461606
Beaumont-Port Arthur TX,2021,7.2,11.3,27.0,-1.8,1.6,3.0,12.7,9.3,0.6,6.5,6.7,9.8,13.0,8.5,56.1,21.6,16.1,0.3,91.2,1.8,460503
Beaumont-Port Arthur TX,2022,7.9,12.1,28.8,-1.2,1.9,2.8,13.1,9.7,0.6,6.4,6.3,9.0,13.0,9.3,55.9,22.4,16.4,0.1,89.6,1.8,457667
Bend OR,2011,5.0,18.8,36.4,2.5,1.8,7.7,9.4,5.9,0.2,6.1,7.1,10.3,12.0,4.4,95.8,0.7,8.6,0.6,78.0,2.0,160338
Bend OR,2012,5.2,22.3,35.5,3.6,0.4,5.4,7.6,9.6,0.2,5.3,7.1,10.8,12.0,5.1,94.7,0.7,8.5,0.6,78.0,2.0,162277
Bend OR,2013,3.9,16.9,37.3,2.0,-1.9,3.1,9.0,7.3,0.2,5.6,7.1,12.3,12.0,4.8,92.6,0.7,8.3,0.6,78.0,2.0,165954
Bend OR,2014,3.8,15.7,35.0,1.2,-2.1,3.3,8.0,7.0,0.2,5.3,7.1,11.6,12.0,5.3,90.2,0.7,8.1,0.6,76.4,2.9,170388
Bend OR,2015,4.6,18.4,38.8,2.8,-3.6,3.1,7.4,6.6,0.2,5.5,7.1,12.8,12.1,2.9,87.7,0.6,7.9,0.5,86.0,2.0,175268
Bend OR,2016,3.6,19.2,31.6,1.8,-2.1,2.6,11.6,4.1,0.2,5.5,7.1,11.8,12.1,5.6,87.2,0.6,8.0,0.8,86.8,2.1,181307
Bend OR,2017,5.5,17.4,31.9,1.2,-3.5,2.6,9.3,4.4,0.2,5.2,7.1,11.5,12.1,4.3,86.9,0.6,8.1,1.0,89.9,2.1,186875
Bend OR,2018,6.1,16.9,31.6,1.0,-4.1,2.4,7.3,4.5,0.2,4.9,7.1,11.8,12.2,5.5,86.8,0.5,8.2,1.2,88.9,2.0,191996
Bend OR,2019,4.6,17.4,27.0,0.3,-3.6,3.1,8.0,3.9,0.2,5.6,7.1,10.0,12.2,5.0,86.5,0.5,8.3,1.4,92.4,2.1,197692
Bend OR,2020,4.9,15.7,28.5,0.0,-4.5,2.7,7.4,3.8,0.3,5.5,7.1,11.1,12.2,4.2,85.3,0.4,8.5,0.5,92.8,2.1,199352
Bend OR,2021,6.5,12.7,22.7,-2.1,-4.2,2.5,8.0,4.4,0.3,5.2,7.1,12.7,12.2,4.2,84.3,0.2,8.6,0.4,93.2,2.1,204801
Bend OR,2022,4.9,13.2,31.3,-0.4,-5.7,1.6,6.1,5.1,0.3,5.3,7.1,10.2,12.2,3.5,83.5,0.3,8.8,0.5,93.3,2.1,206549
"Billings, MT",2011,1.6,15.0,25.7,-0.7,-1.4,3.1,10.5,5.8,0.3,6.2,11.0,10.8,12.5,5.9,88.2,0.4,4.7,6.8,77.2,2.0,275148
"Billings, MT",2012,1.7,16.2,27.5,0.0,-2.4,2.9,9.0,5.8,0.3,6.1,10.2,10.3,12.5,5.4,87.5,0.3,4.8,6.7,77.2,2.1,277440
"Billings, MT",2013,2.1,16.1,29.1,0.3,-2.4,2.8,8.9,5.6,0.3,6.1,9.3,10.3,12.5,6.1,86.6,0.4,4.8,6.7,77.2,2.1,280598
"Billings, MT",2014,1.9,13.3,30.2,-0.5,-3.3,2.3,8.6,5.2,0.3,6.2,8.7,10.0,12.6,5.7,85.9,0.4,4.8,6.8,77.1,2.5,282853
"Billings, MT",2015,2.2,14.7,28.7,-0.3,-3.9,2.3,8.5,4.6,0.3,6.1,9.1,10.2,12.6,4.9,85.3,0.4,4.9,6.7,82.1,2.2,284827
"Billings, MT",2016,1.6,14.2,27.0,-0.8,-4.7,2.1,7.6,3.9,0.3,6.2,9.2,9.2,12.6,4.8,85.1,0.4,5.0,6.4,83.2,2.1,286729
"Billings, MT",2017,2.4,13.9,27.5,-0.8,-3.6,2.1,9.0,4.9,0.3,5.8,8.4,10.5,12.6,5.2,84.9,0.4,5.1,6.6,86.6,2.1,287668
"Billings, MT",2018,2.0,13.1,27.9,-1.0,-4.3,1.9,9.1,4.6,0.3,6.0,7.6,10.0,12.6,3.8,84.6,0.4,5.2,6.8,84.6,2.1,289102
"Billings, MT",2019,2.0,15.5,26.6,-0.4,-3.7,1.9,9.2,5.4,0.3,5.8,7.4,10.8,12.6,4.6,84.4,0.3,5.3,6.9,87.2,2.1,289971
"Billings, MT",2020,1.9,13.8,24.9,-1.3,-4.5,2.0,8.2,4.9,0.3,6.1,6.7,10.3,12.6,3.8,83.0,0.4,5.6,6.2,89.9,2.2,294707
"Billings, MT",2021,2.0,12.6,25.6,-1.6,-4.0,2.3,8.2,5.6,0.3,5.7,6.3,10.3,12.6,4.0,83.0,0.5,5.6,6.6,92.7,2.2,295782
"Billings, MT",2022,2.3,13.5,23.3,-1.7,-5.5,1.7,6.9,4.2,0.3,6.0,6.7,9.4,12.6,3.9,81.3,0.5,5.9,6.2,92.2,2.2,299035
Biloxi-Gulfport MS,2011,4.2,17.3,32.4,1.3,4.1,4.7,13.4,10.0,0.5,7.4,4.5,10.1,12.8,9.7,70.1,22.6,5.9,0.4,69.8,1.9,370596
Biloxi-Gulfport MS,2012,3.2,17.1,32.1,1.1,3.6,4.7,13.5,9.9,0.5,7.3,4.5,10.6,12.8,8.3,69.5,22.4,5.9,0.4,69.8,1.9,374563
Biloxi-Gulfport MS,2013,3.3,19.1,35.5,2.5,4.0,4.4,14.2,10.3,0.5,7.3,4.4,11.3,12.8,9.0,69.0,22.2,5.8,0.4,69.8,1.8,377561
Biloxi-Gulfport MS,2014,4.1,14.3,34.3,0.6,2.3,4.1,12.6,8.3,0.5,7.4,4.3,11.5,12.9,8.9,68.4,21.9,5.8,0.4,69.0,2.6,381096
Biloxi-Gulfport MS,2015,4.5,17.4,37.3,2.2,3.7,3.8,14.6,10.2,0.5,7.3,4.7,11.4,12.9,9.2,67.9,21.8,5.7,0.5,71.5,1.8,383917
Biloxi-Gulfport MS,2016,3.4,17.0,36.3,1.9,2.7,4.1,12.1,10.4,0.5,7.6,5.0,10.4,12.9,8.4,67.7,21.7,5.7,0.4,76.9,1.9,385783
Biloxi-Gulfport MS,2017,4.1,16.5,34.5,1.4,2.6,4.3,13.2,8.9,0.5,7.3,4.8,10.1,12.9,7.7,67.1,22.1,5.8,0.4,82.0,1.9,388705
Biloxi-Gulfport MS,2018,4.0,16.9,35.3,1.7,3.5,4.5,14.4,10.0,0.5,7.1,4.9,11.3,12.9,7.3,66.6,21.9,5.8,0.3,84.0,1.8,392012
Biloxi-Gulfport MS,2019,3.5,16.1,34.4,1.2,2.1,4.1,13.0,8.8,0.5,7.2,4.7,9.7,12.9,7.3,66.3,21.8,5.8,0.2,83.1,1.9,393890
Biloxi-Gulfport MS,2020,3.5,15.0,31.8,0.4,2.5,3.8,13.7,9.4,0.5,6.8,4.6,10.5,12.9,7.7,66.1,21.6,5.8,0.2,85.5,1.9,395376
Biloxi-Gulfport MS,2021,3.6,14.7,29.3,-0.2,1.9,3.7,13.1,8.6,0.5,6.6,4.8,11.0,12.9,7.8,65.4,20.5,6.0,0.3,87.8,2.0,395999
Biloxi-Gulfport MS,2022,2.7,13.8,31.1,-0.2,0.6,2.4,12.8,9.4,0.5,7.2,5.1,10.6,12.9,6.9,65.1,19.8,6.1,0.4,88.8,1.9,398926
Binghamton NY,2011,4.2,12.0,25.8,-1.8,0.1,4.4,9.0,6.3,0.2,7.8,3.5,9.3,12.8,8.2,89.9,2.8,2.9,0.2,75.3,1.7,349185
Binghamton NY,2012,4.5,13.5,25.1,-1.4,0.4,4.4,9.9,6.8,0.2,7.7,3.3,8.7,12.8,7.4,89.7,3.0,3.0,0.2,75.3,1.7,347468
Binghamton NY,2013,4.9,13.0,24.1,-1.7,0.3,4.2,10.4,6.6,0.2,7.7,2.7,9.0,12.8,7.4,89.2,3.2,3.1,0.2,75.3,1.7,345935
Binghamton NY,2014,4.6,14.0,26.6,-0.9,-0.6,3.6,9.5,6.6,0.2,7.9,2.9,9.3,12.8,7.6,88.7,3.0,3.2,0.2,74.9,2.2,344904
Binghamton NY,2015,4.8,13.5,27.6,-0.9,-0.5,3.6,10.5,6.1,0.2,8.2,2.4,10.1,12.7,6.9,88.4,3.4,3.3,0.2,77.6,1.7,343216
Binghamton NY,2016,4.9,13.1,27.3,-1.1,-0.9,3.5,9.6,6.2,0.2,7.9,2.2,9.2,12.7,7.2,88.2,3.6,3.4,0.1,81.8,1.7,340749
Binghamton NY,2017,5.0,13.1,26.8,-1.2,-1.3,3.3,9.3,6.1,0.2,8.3,2.2,9.9,12.7,7.1,87.8,3.6,3.5,0.1,81.8,1.6,337674
Binghamton NY,2018,6.3,12.9,26.6,-1.3,-1.2,2.9,9.6,6.8,0.2,7.7,2.0,9.0,12.7,7.2,87.7,3.3,3.6,0.2,86.2,1.7,334554
Binghamton NY,2019,5.0,13.4,26.5,-1.2,-1.8,2.1,10.2,6.6,0.2,8.1,2.4,8.8,12.7,6.9,87.5,2.9,3.7,0.2,84.5,1.7,332078
Binghamton NY,2020,5.6,13.0,26.3,-1.3,-1.5,3.2,9.6,6.0,0.3,8.1,4.1,9.1,12.7,6.6,86.0,3.4,4.0,0.1,86.7,1.7,338442
Binghamton NY,2021,5.2,12.0,24.9,-1.9,-2.6,3.2,9.0,4.7,0.3,7.5,3.6,9.3,12.7,5.5,86.0,3.9,4.0,0.0,88.8,1.7,337858
Binghamton NY,2022,5.3,11.9,28.3,-1.4,-1.8,2.5,9.8,6.3,0.3,8.1,4.1,8.7,12.7,6.7,84.8,3.7,4.2,0.1,90.5,1.7,337194
Birmingham AL,2011,3.4,15.2,28.6,-0.1,4.5,5.3,11.6,9.9,0.5,7.0,5.4,9.6,14.4,11.6,69.5,26.9,4.2,0.2,67.4,1.9,1870228
Birmingham AL,2012,3.4,15.0,28.5,-0.2,3.6,4.5,12.0,10.0,0.5,7.0,4.8,10.6,14.4,10.7,69.2,26.9,4.2,0.2,67.4,1.9,1875240
Birmingham AL,2013,3.3,14.8,28.5,-0.3,3.1,4.3,12.4,9.4,0.5,7.0,4.3,10.4,14.4,10.1,68.9,26.7,4.2,0.2,67.4,1.9,1879329
Birmingham AL,2014,3.0,14.7,29.7,-0.1,3.0,4.1,12.0,10.1,0.5,7.0,3.9,10.2,14.4,9.8,68.7,26.6,4.2,0.2,69.2,2.6,1883246
Birmingham AL,2015,3.5,14.5,28.9,-0.3,2.1,3.4,12.3,9.0,0.5,6.8,3.7,10.2,14.4,9.9,68.5,26.8,4.2,0.2,71.7,1.9,1885868
Birmingham AL,2016,3.4,14.1,27.8,-0.7,1.0,3.2,11.3,7.7,0.5,6.7,3.6,10.0,14.5,9.7,68.2,26.6,4.2,0.2,78.3,1.9,1887276
Birmingham AL,2017,3.3,14.1,28.7,-0.5,0.8,2.9,11.8,8.0,0.5,6.6,3.6,10.0,14.5,9.1,67.9,26.8,4.3,0.2,80.9,1.9,1890868
Birmingham AL,2018,3.2,13.9,27.8,-0.7,-0.0,2.8,10.8,7.7,0.5,6.6,3.7,10.1,14.5,8.6,67.7,26.7,4.3,0.2,83.2,2.0,1893736
Birmingham AL,2019,3.3,13.9,27.9,-0.8,-0.6,2.5,10.4,7.4,0.5,6.4,3.4,10.1,14.5,8.7,67.6,26.8,4.3,0.2,84.3,2.0,1895271
Birmingham AL,2020,3.3,12.9,26.3,-1.4,-0.8,2.5,10.6,7.0,0.5,6.9,3.5,10.0,14.5,8.0,65.7,26.0,4.3,0.1,86.5,2.0,1949609
Birmingham AL,2021,3.1,12.1,26.1,-1.7,-0.6,2.5,10.7,7.6,0.5,6.6,3.6,10.4,14.5,8.0,65.2,25.6,4.4,0.2,88.6,2.0,1946454
Birmingham AL,2022,3.6,12.9,26.3,-1.4,-1.0,2.1,10.8,7.3,0.5,6.9,2.9,9.6,14.5,7.7,65.2,25.7,4.4,0.2,89.4,2.0,1957733
Bluefield-Beckley-Oak Hill WV,2011,1.1,11.3,22.7,-2.6,2.4,2.6,8.6,10.1,0.2,6.0,8.6,9.8,12.8,16.2,90.8,4.8,0.9,0.2,70.2,1.7,349773
Bluefield-Beckley-Oak Hill WV,2012,0.8,10.8,22.7,-2.7,2.5,2.7,9.6,10.3,0.2,5.9,8.5,10.2,12.8,15.0,90.8,4.7,0.9,0.1,70.2,1.7,349415
Bluefield-Beckley-Oak Hill WV,2013,0.8,10.8,23.4,-2.6,3.4,3.1,10.0,11.2,0.2,5.8,7.8,10.5,12.8,15.1,90.7,4.7,1.1,0.1,70.2,1.7,348395
Bluefield-Beckley-Oak Hill WV,2014,0.8,9.6,22.9,-3.1,2.5,2.9,9.4,10.8,0.2,6.0,7.0,11.1,12.8,14.0,90.7,4.6,1.1,0.1,72.3,1.9,346498
Bluefield-Beckley-Oak Hill WV,2015,1.0,10.5,24.5,-2.6,3.3,3.2,10.9,10.2,0.2,5.6,6.7,12.5,12.7,14.4,90.8,4.7,1.1,0.1,68.9,1.7,343905
Bluefield-Beckley-Oak Hill WV,2016,1.2,10.5,23.0,-2.8,2.8,3.3,10.3,10.8,0.2,5.8,6.1,11.3,12.7,12.9,91.0,4.8,1.2,0.1,75.3,1.8,340467
Bluefield-Beckley-Oak Hill WV,2017,0.9,9.7,23.2,-3.1,2.7,3.2,10.4,10.9,0.2,6.0,5.9,11.1,12.7,12.4,91.3,4.8,1.2,0.2,81.3,1.7,335937
Bluefield-Beckley-Oak Hill WV,2018,0.8,11.8,22.9,-2.4,2.0,2.8,10.1,10.4,0.2,5.8,5.6,11.5,12.7,12.6,91.5,4.8,1.3,0.2,75.0,1.7,332237
Bluefield-Beckley-Oak Hill WV,2019,0.9,10.6,24.0,-2.6,2.3,3.2,10.5,10.3,0.2,5.6,5.0,11.3,12.7,11.9,91.7,4.9,1.3,0.1,81.0,1.8,328255
Bluefield-Beckley-Oak Hill WV,2020,0.9,10.6,23.8,-2.6,1.0,2.4,9.9,10.1,0.2,5.8,7.3,11.5,12.7,11.0,90.3,5.0,1.5,0.1,75.4,1.8,320276
Bluefield-Beckley-Oak Hill WV,2021,1.1,10.7,23.9,-2.6,1.0,2.6,9.3,10.1,0.2,5.7,5.3,12.2,12.7,11.3,91.2,4.7,1.4,0.1,69.3,1.8,322179
Bluefield-Beckley-Oak Hill WV,2022,0.9,10.4,24.2,-2.7,1.1,2.1,10.6,10.3,0.2,5.9,7.3,11.3,12.7,11.4,90.7,5.0,1.5,0.1,79.3,1.8,318855
Boise ID,2011,7.2,17.6,29.7,0.9,1.9,5.4,10.0,8.3,0.3,6.9,5.2,9.6,13.5,7.4,80.8,0.7,13.4,0.6,77.6,1.9,741086
Boise ID,2012,6.8,16.7,31.8,1.0,0.6,4.2,10.4,8.2,0.3,6.7,5.3,9.5,13.5,6.5,80.7,0.8,13.5,0.6,77.6,2.0,751091
Boise ID,2013,6.2,17.7,32.0,1.3,0.3,3.8,10.6,7.9,0.3,7.1,5.0,9.7,13.5,6.9,80.6,0.8,13.7,0.7,77.6,1.9,762885
Boise ID,2014,7.1,17.0,31.0,0.9,-1.7,3.0,9.3,6.5,0.3,7.0,5.1,9.2,13.6,6.2,80.2,0.9,13.9,0.6,75.9,2.7,776269
Boise ID,2015,6.6,18.1,29.6,1.1,-1.4,3.2,10.1,6.0,0.3,7.0,5.4,10.2,13.6,6.2,80.0,0.9,14.1,0.5,77.3,1.9,788048
Boise ID,2016,6.3,17.4,29.6,0.8,-2.5,2.7,8.6,6.0,0.3,6.9,5.1,9.9,13.6,6.2,79.9,0.9,14.2,0.6,77.8,1.9,802168
Boise ID,2017,6.4,18.3,29.6,1.1,-3.4,2.1,8.2,5.5,0.3,7.0,4.4,10.0,13.6,6.1,79.4,1.0,14.4,0.5,82.7,2.0,820383
Boise ID,2018,7.1,15.7,27.0,-0.3,-3.3,2.1,9.2,5.0,0.3,7.1,3.7,9.8,13.6,5.7,79.4,0.9,14.5,0.5,89.6,2.0,841554
Boise ID,2019,6.7,17.0,26.7,0.1,-3.6,1.9,8.8,5.0,0.4,6.9,3.1,10.4,13.7,5.8,79.0,1.0,14.7,0.6,92.0,2.1,861212
Boise ID,2020,6.6,15.9,25.2,-0.5,-3.9,1.7,8.9,4.6,0.4,7.0,3.9,9.7,13.7,5.5,77.6,0.9,14.9,0.4,92.8,2.1,892739
Boise ID,2021,7.6,14.3,25.2,-1.1,-3.6,1.8,8.9,5.1,0.4,6.7,6.4,9.9,13.7,5.9,76.5,1.2,15.1,0.4,93.6,2.1,912230
Boise ID,2022,6.8,15.3,25.3,-0.7,-4.5,1.3,8.9,4.1,0.4,7.1,5.8,9.6,13.7,5.5,76.5,0.9,15.3,0.4,94.7,2.1,930211
Boston MA-Manchester NH,2011,14.5,13.1,30.8,-0.5,-0.6,4.8,9.4,4.7,0.4,7.0,2.8,7.9,15.7,6.5,77.8,5.7,8.5,0.1,81.9,1.6,6364364
Boston MA-Manchester NH,2012,14.4,12.8,31.4,-0.5,-1.1,4.3,9.3,4.8,0.4,6.9,2.6,8.4,15.7,6.3,77.3,5.9,8.8,0.1,81.9,1.6,6420213
Boston MA-Manchester NH,2013,15.1,13.5,32.1,-0.1,-1.4,4.0,9.5,4.7,0.4,6.9,2.3,8.0,15.7,6.0,76.7,5.9,9.1,0.1,81.9,1.6,6467234
Boston MA-Manchester NH,2014,15.3,13.1,32.0,-0.3,-2.0,3.5,9.2,4.7,0.4,6.9,2.6,8.0,15.7,6.2,75.9,6.0,9.3,0.1,82.7,2.5,6520651
Boston MA-Manchester NH,2015,15.7,12.6,31.9,-0.5,-2.7,3.0,8.9,4.4,0.4,6.9,2.0,8.2,15.7,6.0,75.1,6.2,9.6,0.1,84.8,1.6,6570059
Boston MA-Manchester NH,2016,16.2,13.4,31.6,-0.3,-3.0,2.7,9.1,4.1,0.4,6.9,2.3,8.0,15.7,6.0,74.6,6.2,9.9,0.1,87.1,1.7,6592261
Boston MA-Manchester NH,2017,16.4,13.2,31.6,-0.3,-3.7,2.4,8.5,4.0,0.4,6.8,2.9,8.1,15.7,5.7,73.8,6.4,10.2,0.2,88.5,1.7,6642866
Boston MA-Manchester NH,2018,16.9,12.5,31.1,-0.6,-3.8,2.6,8.2,3.6,0.4,6.7,2.7,8.1,15.7,5.7,73.0,6.5,10.6,0.1,89.7,1.7,6694718
